symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
ABNB,2024-12-31,2024,FY,17.56645569620253,4.189873417721519,7.14873417721519,7.14873417721519,16.789556962025316,13.310126582278482,12.080696202531646,13.310126582278482,3.6297468354430378,83051120000.0,78481120000.0,31.36371601208459,7.4807350027022155,18.382275343072155,18.382275343072155,9.872933903946741,9.872933903946741,7.069097459917132,30.740744222483354,17.370765825586542,17.370765825586542,0.03188397700115303,0.05440022964169538,0.2727056585829767,0.10945178682189036,-1.7900509204857031,1.6907784666863497,0.0,1.7061933534743203,0.0,0.0,0.10673752477031166,0.18519185732300486,0.03707237940741447,0.0,0.0,0.0,0.12673392181588902,35.42279315576253,0.18686344413099112,0.1312060251709444,3.9750791139240507,7019000000.0,7635000000.0,4633000000.0,7796000000.0,5900000000.0,141500000.0,0.0,194.99324446045756,27.59850905218317,0.0,1.8718597201146518,13.225352112676056,0.0,0.3147883975273419,0.0
ABNB,2023-12-31,2023,FY,15.56828885400314,7.52276295133438,6.0973312401883835,6.0973312401883835,15.810047095761382,12.817896389324961,11.574568288854003,12.817896389324961,3.7472527472527473,86721179999.99998,82151179999.99998,18.097074290484137,8.744699001714226,22.32780123583934,22.32780123583934,10.621087568891609,10.621087568891609,8.28387415549057,36.855621354867644,21.151179196704426,21.151179196704426,0.055257550692921854,0.044787213458119465,0.2821800367421923,0.11160087188181157,-2.050246747420368,1.6591959798994975,18.289156626506024,0.8105175292153589,0.0,0.0,0.20419481698094183,0.1736412221437935,0.03836279970937273,0.0,0.0,0.0,0.11293738025612585,46.57880324366731,0.32174001349544384,0.2413740996322974,3.128335949764521,6559000000.0,7373000000.0,4029000000.0,7630000000.0,3015000000.0,139000000.0,0.0,216.01139457497226,30.220199647680566,0.0,1.6897256772874425,12.078014184397164,0.0,0.5868952847519902,0.0
ABNB,2022-12-31,2022,FY,13.185243328100471,2.9717425431711146,5.384615384615385,5.345368916797488,15.105180533751962,8.728414442700156,7.654631083202512,8.728414442700156,3.7127158555729984,54463500000.0,49426500000.0,28.770998415213946,6.484521966900822,15.878571428571428,15.995154185022026,9.795593525179857,9.795593525179857,5.884807715204191,23.51067878038339,14.4100583090379,14.515859030837005,0.03475722272714754,0.06251893469938583,0.4210431654676259,0.14596583115101633,-2.395947295818865,1.8627475557783906,75.08333333333333,1.8119387216059166,0.0,0.0,0.11310870341707346,0.17883081319204666,0.04264870931537598,0.007288629737609329,0.002976544826765091,0.30864197530864196,0.11072746755566139,24.15819761510631,0.2097121106658891,0.12329034779210629,-1.1542386185243327,6883000000.0,4876000000.0,4383000000.0,7826000000.0,136500000.0,127500000.0,0.0,6.996666269794023,33.358905937291524,0.0,52.16770186335404,10.941605839416058,0.0,0.3404676258992806,0.03924646781789639
ABNB,2021-12-31,2021,FY,9.727272727272727,-0.5714285714285714,3.5546980519480518,3.513590909090909,13.50974025974026,7.751623376623376,6.607142857142857,7.751623376623376,4.636363636363637,102557840000.0,98908840000.0,-291.3575,17.115794392523366,46.83660822014401,47.38457159859765,21.478081675392673,21.478081675392673,16.50681575433912,-1536.9016097955125,45.17016532903684,45.698632212946755,-0.0034322095707163876,0.021103915605086846,0.5063874345549738,0.17639334695068573,56.7002299707875,1.947790533102689,0.9794520547945206,-6.220120783787929,0.0,0.0,0.13951935914552738,0.23781708945260346,0.0514298220017508,0.011564172893564123,0.004225967957276368,0.18306957106398977,0.15003337783711615,,0.06791149487317863,-0.02707067599784665,-0.8555194805194806,6027000000.0,4070000000.0,3453000000.0,7161000000.0,1146664500.0,98949000.0,0.0,6.822429906542056,37.25778546712802,0.0,53.5,9.796610169491526,0.0,-0.073717277486911,0.041107142857142856
ABNB,2020-12-31,2020,FY,11.879882403828908,-16.12275858673597,-2.214535646339362,-2.34595569747119,22.475698315181653,10.204502695498359,7.631428842711604,10.204502695498359,8.796840657891497,41744488400.0,38593739400.0,-9.105141605281549,12.357024674982142,-66.28929195276721,-62.57577675411443,14.385806381800432,14.385806381800432,11.424353449870774,-8.802565520186006,-61.285974668589176,-57.852744478738664,-0.10982805576795618,-0.01598062464217432,0.8028884310094863,0.22206626526867132,0.7186314397448758,1.7347800362622596,-20.910879036391595,0.13735463657945224,0.0,0.0,0.33593373273747346,0.8148933795788821,0.06974093978372395,-0.059344292492679425,0.0110624033693693,0.2968874130096285,0.8886237903687734,,-0.6468366046481148,-0.46975454035385106,1.5386592137514374,3776607000.0,2170096000.0,1326670000.0,5162556000.0,1090664500.0,115657500.0,0.0,235.68329900044372,33.289237274011974,0.0,1.5486884371866876,10.964504743548023,0.0,-1.5799651455673978,0.13142005113182798
GOOGL,2024-12-31,2024,FY,28.120669449553194,8.043544000452453,10.066601607230387,5.845906187188341,7.68514441410416,26.11745598037401,23.555794736097994,26.11745598037401,1.8136095633773515,2356217284188.9,2355325284188.9,23.534402247237264,6.7317031815189505,18.8047572940638,32.38163493195673,7.248026000015074,7.248026000015074,6.729154741153026,20.956715759310438,18.797638322643436,32.36937612265543,0.04249098785236372,0.030881701992542743,0.06944051383642381,0.050135922675100385,-0.007936649168075452,1.8369313974102914,0.0,1.2515132144069998,0.0031249240252197814,0.07354321900157813,0.040535058197007014,0.14092418104211785,0.0708152695355531,0.4192770892026273,0.15009228096840735,3.431193259747894,0.065096652172174,68.75122102956001,0.2600520407529194,0.2393043494888508,0.782517814622814,74589000000.0,293199000000.0,38539000000.0,291098000000.0,50152000000.0,7740000000.0,0.0,54.580335868441054,19.925737837135866,0.0,6.687390141383263,18.318016777263054,0.0,0.30797578472025694,4.220695420042047
GOOGL,2023-12-31,2023,FY,24.33840063341251,5.842834520981789,8.055898653998417,5.502375296912114,8.781947743467933,22.43697545526524,20.125178147268407,22.43697545526524,2.2812351543942992,1764284700000.0,1768740700000.0,23.907916525509858,5.7394897102741105,17.34008904526959,25.38721778545219,6.225883710507836,6.225883710507836,5.75398576419839,18.053716916230314,17.383884378747076,25.451337506295417,0.04182714955245035,0.03938990118771647,0.10058614082200869,0.07083639833793913,0.04548284696491819,2.096584936563424,273.67857142857144,1.3787654990175486,0.0,0.0,0.05343305334521819,0.14778102370247956,0.07256108471341378,0.31697560592062585,0.10491746748472644,2.6997321279089235,0.07306583732929074,54.31067603676103,0.2244156300949283,0.19773897758270498,2.207125890736342,89716000000.0,254181000000.0,52517000000.0,267350000000.0,44111000000.0,6310500000.0,1335000000.0,56.95251045888989,20.51229262292623,0.0,6.408848302893837,17.794207927398904,0.0,0.26041096905557576,2.5535233570863025
GOOGL,2022-12-31,2022,FY,21.65168797366608,4.590982163362168,7.004133813059787,4.593891142922759,8.708719283472403,19.608359488632015,17.23187629181658,19.608359488632015,2.299318686366072,1152548490000.0,1160348490000.0,19.218109951310613,4.0749709725777485,12.596846712935134,19.205940509915013,4.499611507589481,4.499611507589481,4.102548791525831,12.704591878072547,12.682097273075032,19.335918846858856,0.052034253239965626,0.05206722365321046,0.11586841776500718,0.08125355906960445,0.0854017715393122,2.377994227994228,209.64145658263305,1.5256286266924566,0.0,0.0,0.05559405450508422,0.13965690364734334,0.08499058215427746,0.3441171648723974,0.11131892686928113,1.9767076845806129,0.06845663211189523,45.005406841454224,0.210850863346025,0.17943869307641674,2.7689275051672664,95495000000.0,225100000000.0,55675000000.0,253588000000.0,39781000000.0,5582500000.0,1920000000.0,51.95296921184008,14.83102620381449,7.722082676323067,7.025584976899001,24.610569422776912,47.26704119850187,0.2341339246673746,2.4102426701370283
GOOGL,2021-12-31,2021,FY,19.294315884070997,5.694076237549615,6.863775930502509,5.018497715869093,10.45824908260316,18.844828877405828,17.019546169400133,18.844828877405828,1.9884670111585412,1934182050000.0,1939443050000.0,25.438718056633302,7.50739237764762,21.10354438528346,28.863219274159853,7.686458759711486,7.686458759711486,7.527812581267442,18.734778933742913,21.160946296862043,28.94172760102668,0.039310156973072934,0.03464616994041486,0.10414290539869255,0.07294276139260941,0.05082060644700109,2.928113424845146,227.4971098265896,1.2054239606486656,0.0,0.0,0.052438120301043716,0.12250569599863374,0.06784072057628289,0.26884301488238116,0.09563843702573777,1.9805481874447393,0.059680868819307786,49.13590924170753,0.22193758857753051,0.2270353394347482,4.649067625252752,123889000000.0,227262000000.0,80510000000.0,258820000000.0,35344000000.0,5813000000.0,949000000.0,55.68284058578542,19.862311720855605,3.849412740334779,6.554981681253817,18.376511512340567,94.81965811965811,0.30215590041131,1.8452782146334157
GOOGL,2020-12-31,2020,FY,13.405016920871425,2.957406993960189,4.78279006368828,3.146444854410002,10.03898263260558,16.34391671171065,14.68267490775775,16.34391671171065,1.8516750487650113,1193198121600.0,1191811121600.0,29.630686672129922,6.537104765870255,18.32194155150175,27.85048016245361,5.36162790998634,5.36162790998634,6.529505890087494,19.249460890913202,18.30064371967324,27.818106145694745,0.03374879600547973,0.0359060236723725,0.11268782802501977,0.0784629054865839,-0.02240204154149304,3.0667558151810534,305.36296296296297,1.617224167473739,0.0,0.0,0.060549946035381066,0.15106258252203783,0.07077242691229475,0.34213193292795285,0.12206961161910293,1.6267065780827918,0.0711730319350014,32.97804278331429,0.13054257718966977,0.135587684682622,4.665284012126625,117462000000.0,199924000000.0,77224000000.0,237042000000.0,29438000000.0,5575000000.0,863500000.0,62.758715148991655,24.075732899022803,3.136005287258651,5.815925312261025,15.160493827160494,116.39010989010988,0.18094848659141563,1.6363452092782778
GOOG,2024-12-31,2024,FY,28.120669449553194,8.043544000452453,10.066601607230387,5.845906187188341,7.68514441410416,26.11745598037401,23.555794736097994,26.11745598037401,1.8136095633773515,2356217284188.9,2355325284188.9,23.534402247237264,6.7317031815189505,18.8047572940638,32.38163493195673,7.248026000015074,7.248026000015074,6.729154741153026,20.956715759310438,18.797638322643436,32.36937612265543,0.04249098785236372,0.030881701992542743,0.06944051383642381,0.050135922675100385,-0.007936649168075452,1.8369313974102914,0.0,1.2515132144069998,0.0031249240252197814,0.07354321900157813,0.040535058197007014,0.14092418104211785,0.0708152695355531,0.4192770892026273,0.15009228096840735,3.431193259747894,0.065096652172174,68.75122102956001,0.2600520407529194,0.2393043494888508,0.782517814622814,74589000000.0,293199000000.0,38539000000.0,291098000000.0,50152000000.0,7740000000.0,0.0,54.580335868441054,19.925737837135866,0.0,6.687390141383263,18.318016777263054,0.0,0.30797578472025694,4.220695420042047
GOOG,2023-12-31,2023,FY,24.33840063341251,5.842834520981789,8.055898653998417,5.502375296912114,8.781947743467933,22.43697545526524,20.125178147268407,22.43697545526524,2.2812351543942992,1764284700000.0,1768740700000.0,23.907916525509858,5.7394897102741105,17.34008904526959,25.38721778545219,6.225883710507836,6.225883710507836,5.75398576419839,18.053716916230314,17.383884378747076,25.451337506295417,0.04182714955245035,0.03938990118771647,0.10058614082200869,0.07083639833793913,0.04548284696491819,2.096584936563424,273.67857142857144,1.3787654990175486,0.0,0.0,0.05343305334521819,0.14778102370247956,0.07256108471341378,0.31697560592062585,0.10491746748472644,2.6997321279089235,0.07306583732929074,54.31067603676103,0.2244156300949283,0.19773897758270498,2.207125890736342,89716000000.0,254181000000.0,52517000000.0,267350000000.0,44111000000.0,6310500000.0,1335000000.0,56.95251045888989,20.51229262292623,0.0,6.408848302893837,17.794207927398904,0.0,0.26041096905557576,2.5535233570863025
GOOG,2022-12-31,2022,FY,21.65168797366608,4.590982163362168,7.004133813059787,4.593891142922759,8.708719283472403,19.608359488632015,17.23187629181658,19.608359488632015,2.299318686366072,1152548490000.0,1160348490000.0,19.218109951310613,4.0749709725777485,12.596846712935134,19.205940509915013,4.499611507589481,4.499611507589481,4.102548791525831,12.704591878072547,12.682097273075032,19.335918846858856,0.052034253239965626,0.05206722365321046,0.11586841776500718,0.08125355906960445,0.0854017715393122,2.377994227994228,209.64145658263305,1.5256286266924566,0.0,0.0,0.05559405450508422,0.13965690364734334,0.08499058215427746,0.3441171648723974,0.11131892686928113,1.9767076845806129,0.06845663211189523,45.005406841454224,0.210850863346025,0.17943869307641674,2.7689275051672664,95495000000.0,225100000000.0,55675000000.0,253588000000.0,39781000000.0,5582500000.0,1920000000.0,51.95296921184008,14.83102620381449,7.722082676323067,7.025584976899001,24.610569422776912,47.26704119850187,0.2341339246673746,2.4102426701370283
GOOG,2021-12-31,2021,FY,19.294315884070997,5.694076237549615,6.863775930502509,5.018497715869093,10.45824908260316,18.844828877405828,17.019546169400133,18.844828877405828,1.9884670111585412,1934182050000.0,1939443050000.0,25.438718056633302,7.50739237764762,21.10354438528346,28.863219274159853,7.686458759711486,7.686458759711486,7.527812581267442,18.734778933742913,21.160946296862043,28.94172760102668,0.039310156973072934,0.03464616994041486,0.10414290539869255,0.07294276139260941,0.05082060644700109,2.928113424845146,227.4971098265896,1.2054239606486656,0.0,0.0,0.052438120301043716,0.12250569599863374,0.06784072057628289,0.26884301488238116,0.09563843702573777,1.9805481874447393,0.059680868819307786,49.13590924170753,0.22193758857753051,0.2270353394347482,4.649067625252752,123889000000.0,227262000000.0,80510000000.0,258820000000.0,35344000000.0,5813000000.0,949000000.0,55.68284058578542,19.862311720855605,3.849412740334779,6.554981681253817,18.376511512340567,94.81965811965811,0.30215590041131,1.8452782146334157
GOOG,2020-12-31,2020,FY,13.405016920871425,2.957406993960189,4.78279006368828,3.146444854410002,10.03898263260558,16.34391671171065,14.68267490775775,16.34391671171065,1.8516750487650113,1193198121600.0,1191811121600.0,29.630686672129922,6.537104765870255,18.32194155150175,27.85048016245361,5.36162790998634,5.36162790998634,6.529505890087494,19.249460890913202,18.30064371967324,27.818106145694745,0.03374879600547973,0.0359060236723725,0.11268782802501977,0.0784629054865839,-0.02240204154149304,3.0667558151810534,305.36296296296297,1.617224167473739,0.0,0.0,0.060549946035381066,0.15106258252203783,0.07077242691229475,0.34213193292795285,0.12206961161910293,1.6267065780827918,0.0711730319350014,32.97804278331429,0.13054257718966977,0.135587684682622,4.665284012126625,117462000000.0,199924000000.0,77224000000.0,237042000000.0,29438000000.0,5575000000.0,863500000.0,62.758715148991655,24.075732899022803,3.136005287258651,5.815925312261025,15.160493827160494,116.39010989010988,0.18094848659141563,1.6363452092782778
AMZN,2024-12-31,2024,FY,60.9146376396448,5.657213787835386,11.064355962952353,3.1393106082306885,9.663133772558007,27.305452114962282,25.102262961902035,27.305452114962282,12.728540055380503,2297671470000.0,2349792470000.0,38.78057436537942,3.601597391054911,19.828537759866066,69.88477005900602,8.034659125083051,8.034659125083051,3.6832969987099484,18.97825360416751,20.278333664143876,71.47005505201047,0.025786105965793272,0.014309269375225345,0.45774032241144175,0.20947552704938757,0.4209586883657069,1.063734806137178,28.509143807148796,1.9557959762354848,0.0,0.0,0.017805219457676748,0.13879261833440706,0.0369246624227469,0.7162681118772491,0.13010083720113674,1.5720996306468416,0.03450221722712588,58.95453802911595,0.13318914398229836,0.09844804094247449,-17.09412298290843,11436000000.0,262896000000.0,-148057000000.0,363316000000.0,53852000000.0,89672000000.0,33766000000.0,31.72557327351758,102.43151652495621,37.13947104675404,11.504914248615895,3.5633564002840097,9.827819021453207,0.2071825715984194,7.925045354721665
AMZN,2023-12-31,2023,FY,55.782705745341616,2.952736801242236,8.243982919254659,3.1266498447204967,8.42197204968944,19.591906055900623,16.634219720496894,19.591906055900623,13.469817546583851,1565589760000.0,1627813760000.0,51.45734626129828,2.7237832580878067,18.430411791020177,48.59514417853928,7.755243393188854,7.755243393188854,2.83203938864097,18.207800272924544,19.162924210675016,50.52654685414533,0.019433571154681032,0.020578187736741457,0.6717572755417957,0.25691005467420913,0.6960023265698754,1.0450772206625152,11.581395348837209,2.7919802793755135,0.0,0.0,0.020557251841993092,0.14896352549214054,0.05773566175495497,0.6207355260989335,0.09173691032299033,1.0835542403879745,0.04179475803996277,36.07795996725859,0.0822888072796974,0.06117077956805488,-17.794084821428573,7434000000.0,171399000000.0,-153628000000.0,314600000000.0,47306500000.0,82290500000.0,33861500000.0,33.18170272362709,101.78567561093263,39.906510161154294,11.000038275314337,3.5859662748143704,9.146377333573444,0.15071207430340558,5.117333074534161
